topology,seed,v_net_id,v_net_num_nodes,v_net_num_edges,v_net_lifetime,v_net_arrival_time,v_net_demand,v_net_node_demand,v_net_link_demand,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,inservice_count,num_running_p_net_nodes,solving_time,p_net_num_nodes,v_net_size_ratio,v_net_demand_per_node,v_net_demand_per_link,v_net_connectivity,v_net_total_demand,v_net_node_to_link_demand_ratio,p_net_overall_util,p_net_node_util,p_net_link_util,system_load,topology_encoded,best_for_acceptance,best_for_time,best_overall,num_algos_accepted,num_algos_rejected
fat_tree,0,108,7,10,427.2092795057113,1098.0,1760.0,880.0,2471.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.4627789821624756,20,0.35,125.71428571428572,247.09999997529,0.4761904761678004,3351.0,0.3561311210034981,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pso_meta,55,145
fat_tree,0,272,4,4,478.8629233183817,2707.0,884.0,442.0,903.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.3477413632848241,20,0.2,110.5,225.7499999435625,0.6666666665555555,1345.0,0.4894795127347846,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,d_round,59,129
tree,0,299,5,5,85.82736700688403,15006.0,100.0,50.0,128.0,8139.0,4282,3857.0,0.0463251670378619,0.1271780945915365,9,63,0.0022804880620643,31,0.1612903225806451,10.0,25.59999999488,0.49999999995,178.0,0.3906249999969483,0.2216696949411877,0.0463251670378619,0.1271780945915365,0.3913043478090737,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,9,163
tree,0,179,4,4,530.8567696476852,9133.0,66.0,33.0,80.0,8121.0,4348,3773.0,0.0316258351893096,0.1461869201176736,8,63,0.0022804880620643,31,0.1290322580645161,8.25,19.999999995,0.6666666665555555,113.0,0.4124999999948437,0.2233910299321029,0.0316258351893096,0.1461869201176736,0.3478260869413989,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,32,140
tree,0,136,2,1,375.0859565829576,6938.0,50.0,10.0,19.0,8058.0,4261,3797.0,0.0510022271714921,0.1407558271102059,11,62,0.0094396060075217,31,0.064516129032258,5.0,18.999999981,0.999999999,29.0,0.5263157894459833,0.229415702400306,0.0510022271714921,0.1407558271102059,0.4782608695444234,0,rw_rank_bfs,rw_rank_bfs,pl_rank,34,143
tree,0,83,3,2,168.2393145347256,4218.0,20.0,10.0,38.0,7807.0,4239,3568.0,0.055902004454343,0.1925775062231274,11,58,0.0022804880620643,31,0.0967741935483871,3.3333333333333335,18.9999999905,0.6666666664444444,48.0,0.2631578947299169,0.2534187625514009,0.055902004454343,0.1925775062231274,0.4782608695444234,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,29,162
tree,0,80,5,5,307.9822170166987,4078.0,66.0,33.0,52.0,7856.0,4270,3586.0,0.0489977728285078,0.1885041864675265,10,58,0.0022804880620643,31,0.1612903225806451,6.6,10.39999999792,0.49999999995,85.0,0.6346153846031806,0.2487329061872429,0.0489977728285078,0.1885041864675265,0.4347826086767485,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,26,165
tree,0,162,3,2,148.6092289760868,8285.0,60.0,20.0,20.0,8525.0,4353,4172.0,0.030512249443207,0.0558949988685223,7,63,0.0094396060075217,31,0.0967741935483871,6.666666666666667,9.999999995,0.6666666664444444,40.0,0.99999999995,0.1847566223582289,0.030512249443207,0.0558949988685223,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,pl_rank,25,149
tree,0,94,5,5,775.4176286499844,4787.0,108.0,54.0,85.0,7984.0,4308,3676.0,0.0405345211581291,0.1681375876895224,8,59,0.0022804880620643,31,0.1612903225806451,10.8,16.9999999966,0.49999999995,139.0,0.6352941176395848,0.2364923018074017,0.0405345211581291,0.1681375876895224,0.3478260869413989,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,19,165
fat_tree,0,265,5,6,55.88105997560869,2646.0,1308.0,654.0,1496.0,17304.0,2649,14655.0,0.0,0.0,0,0,2.3678341823465683,20,0.25,130.8,249.33333329177776,0.59999999994,2150.0,0.4371657754007773,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,ga_meta,66,123
tree,0,180,2,1,78.0612096202704,9184.0,57.0,19.0,21.0,8339.0,4358,3981.0,0.0293986636971046,0.0991174473862864,8,63,0.0022804880620643,31,0.064516129032258,9.5,20.999999979,0.999999999,40.0,0.9047619047188208,0.2025437505976858,0.0293986636971046,0.0991174473862864,0.3478260869413989,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,20,152
tree,0,217,3,3,394.90702468261975,10988.0,405.0,27.0,59.0,8100.0,4290,3810.0,0.0445434298440979,0.1378139850644942,9,63,0.0022804880620643,31,0.0967741935483871,9.0,19.66666666011111,0.9999999996666666,86.0,0.4576271186363114,0.2253992540881706,0.0445434298440979,0.1378139850644942,0.3913043478090737,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,20,152
fat_tree,0,69,6,9,525.8293003112843,679.0,1054.0,527.0,2062.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.3,87.83333333333333,229.11111108565433,0.59999999996,2589.0,0.2555771096022038,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,60,140
fat_tree,0,231,4,3,285.8069954099447,2322.0,758.0,379.0,882.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.2,94.75,293.999999902,0.4999999999166666,1261.0,0.4297052154190139,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,70,119
tree,0,103,4,3,1820.6838792914969,5263.0,210.0,30.0,16.0,8534.0,4382,4152.0,0.0240534521158128,0.0604209097080787,5,60,0.0022804880620643,31,0.1290322580645161,7.5,5.333333331555555,0.4999999999166666,46.0,1.8749999998828124,0.1838959548627713,0.0240534521158128,0.0604209097080787,0.2173913043383742,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,30,151
fat_tree,0,278,6,7,85.6585030901122,2761.0,1042.0,521.0,1677.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.3,86.83333333333333,239.57142853720407,0.4666666666355555,2198.0,0.310673822301544,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,61,127
tree,0,172,4,3,133.06867731962973,8755.0,252.0,36.0,42.0,8075.0,4323,3752.0,0.0371937639198218,0.1509391264992079,8,63,0.0022804880620643,31,0.1290322580645161,9.0,13.999999995333331,0.4999999999166666,78.0,0.8571428571224491,0.2277899971311083,0.0371937639198218,0.1509391264992079,0.3478260869413989,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,24,149
tree,0,50,2,1,1499.630438349828,2581.0,208.0,16.0,13.0,7934.0,4290,3644.0,0.0445434298440979,0.1753790450328128,9,47,0.0022804880620643,31,0.064516129032258,8.0,12.999999987,0.999999999,29.0,1.230769230674556,0.2412737878932772,0.0445434298440979,0.1753790450328128,0.3913043478090737,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,31,160
tree,0,209,3,2,2326.748868841225,10637.0,322.0,23.0,38.0,8075.0,4284,3791.0,0.0458797327394209,0.1421136003620728,9,63,0.0022804880620643,31,0.0967741935483871,7.666666666666667,18.9999999905,0.6666666664444444,61.0,0.6052631578788089,0.2277899971311083,0.0458797327394209,0.1421136003620728,0.3913043478090737,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,26,146
fat_tree,0,149,6,6,172.8369644851894,1509.0,1160.0,580.0,1505.0,17304.0,2649,14655.0,0.0,0.0,0,0,13.56247525215149,20,0.3,96.66666666666669,250.83333329152777,0.3999999999733333,2085.0,0.3853820598004084,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,mip,91,107
fat_tree,0,124,8,16,3424.008470637874,1278.0,1384.0,692.0,3775.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.3477413632848241,20,0.4,86.5,235.9374999852539,0.5714285714081633,4467.0,0.1833112582780971,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,d_round,68,132
tree,0,128,2,1,210.29920029509057,6557.0,48.0,16.0,21.0,8161.0,4328,3833.0,0.0360801781737193,0.1326091875990043,6,61,0.0022804880620643,31,0.064516129032258,8.0,20.999999979,0.999999999,37.0,0.7619047618684808,0.2195658410634025,0.0360801781737193,0.1326091875990043,0.2608695652060491,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,33,144
tree,0,165,2,1,346.1579337770725,8433.0,208.0,16.0,10.0,8532.0,4368,4164.0,0.0271714922048997,0.0577053632043448,7,63,0.0094396060075217,31,0.064516129032258,8.0,9.99999999,0.999999999,26.0,1.59999999984,0.1840872143062063,0.0271714922048997,0.0577053632043448,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,pl_rank,30,144
fat_tree,0,185,7,11,78.26653146618015,1852.0,1598.0,799.0,2960.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.35,114.14285714285714,269.0909090664463,0.5238095237845805,3759.0,0.2699324324323412,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,68,124
fat_tree,0,227,6,10,94.8192096302492,2278.0,1268.0,634.0,2326.0,17304.0,2649,14655.0,0.0,0.0,0,0,2.3678341823465683,20,0.3,105.66666666666669,232.59999997674,0.6666666666222222,2960.0,0.2725709372311812,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,ga_meta,66,123
fat_tree,0,291,7,10,790.5083190200861,2872.0,1524.0,762.0,2269.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.2113275527954101,20,0.35,108.85714285714286,226.89999997731,0.4761904761678004,3031.0,0.3358307624502706,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,sa_meta,53,134
fat_tree,0,247,4,3,208.9548769535943,2473.0,882.0,441.0,905.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.2113275527954101,20,0.2,110.25,301.6666665661111,0.4999999999166666,1346.0,0.4872928176790195,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,sa_meta,61,128
fat_tree,0,290,6,9,538.9108739554525,2863.0,1132.0,566.0,1918.0,17304.0,2649,14655.0,0.0,0.0,0,0,13.56247525215149,20,0.3,94.33333333333331,213.1111110874321,0.59999999996,2484.0,0.2950990615222653,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,mip,62,125
fat_tree,0,249,8,14,899.504391908521,2491.0,1460.0,730.0,3254.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0094396060075217,20,0.4,91.25,232.4285714119694,0.4999999999821428,3984.0,0.2243392747387141,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pl_rank,51,138
tree,0,143,5,5,313.4081445191288,7303.0,68.0,34.0,49.0,7912.0,4246,3666.0,0.0543429844097995,0.1704005431093007,10,62,2.3678341823465683,31,0.1612903225806451,6.8,9.79999999804,0.49999999995,83.0,0.6938775510062475,0.2433776417710624,0.0543429844097995,0.1704005431093007,0.4347826086767485,0,rw_rank_bfs,rw_rank_bfs,ga_meta,28,149
tree,0,251,3,2,814.7205532427729,12602.0,44.0,22.0,50.0,7606.0,4248,3358.0,0.0538975501113585,0.2400995700384702,10,63,0.0022804880620643,31,0.0967741935483871,7.333333333333333,24.9999999875,0.6666666664444444,72.0,0.4399999999912,0.2726403366166204,0.0538975501113585,0.2400995700384702,0.4347826086767485,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,24,148
tree,0,252,2,1,16.428496961639247,12651.0,286.0,22.0,5.0,7720.0,4280,3440.0,0.0467706013363028,0.2215433355962888,9,63,0.0022804880620643,31,0.064516129032258,11.0,4.999999995,0.999999999,27.0,4.39999999912,0.2617385483408243,0.0467706013363028,0.2215433355962888,0.3913043478090737,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,34,138
tree,0,250,5,5,1602.4164581148743,12543.0,100.0,50.0,61.0,7606.0,4248,3358.0,0.0538975501113585,0.2400995700384702,10,63,0.0022804880620643,31,0.1612903225806451,10.0,12.19999999756,0.49999999995,111.0,0.8196721311341038,0.2726403366166204,0.0538975501113585,0.2400995700384702,0.4347826086767485,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,17,155
fat_tree,0,114,7,9,74.41210401633118,1175.0,1240.0,620.0,2033.0,17304.0,2649,14655.0,0.0,0.0,0,0,2.3678341823465683,20,0.35,88.57142857142857,225.88888886379013,0.4285714285510204,2653.0,0.3049680275453492,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,ga_meta,66,134
fat_tree,0,203,6,10,248.3806282996702,2025.0,1196.0,598.0,2598.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.3,99.66666666666669,259.79999997402,0.6666666666222222,3196.0,0.2301770592762778,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,59,131
fat_tree,0,141,5,5,172.60699758086142,1434.0,810.0,405.0,964.0,17304.0,2649,14655.0,0.0,0.0,0,0,13.56247525215149,20,0.25,81.0,192.79999996144,0.49999999995,1369.0,0.420124481327365,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,mip,65,133
tree,0,38,2,1,371.8733148292612,1957.0,66.0,22.0,14.0,8116.0,4327,3789.0,0.0363028953229398,0.1425661914460285,7,43,0.2113275527954101,31,0.064516129032258,11.0,13.999999986,0.999999999,36.0,1.5714285713163263,0.2238691785406904,0.0363028953229398,0.1425661914460285,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,sa_meta,34,157
fat_tree,0,7,7,14,21.469852536087064,74.0,1260.0,630.0,4219.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.35,90.0,301.35714283561737,0.6666666666349206,4849.0,0.1493244844749586,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,86,114
tree,0,221,5,5,13.284201131548215,11168.0,140.0,20.0,52.0,7816.0,4248,3568.0,0.0538975501113585,0.1925775062231274,11,63,0.0022804880620643,31,0.1612903225806451,4.0,10.39999999792,0.49999999995,72.0,0.3846153846079881,0.2525580950559434,0.0538975501113585,0.1925775062231274,0.4782608695444234,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,31,141
fat_tree,0,19,6,10,313.3924162815803,187.0,1362.0,681.0,2444.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0094396060075217,20,0.3,113.5,244.39999997556,0.6666666666222222,3125.0,0.2786415711946486,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pl_rank,66,134
fat_tree,0,172,8,17,225.326373609575,1723.0,1824.0,912.0,4352.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0094396060075217,20,0.4,114.0,255.9999999849412,0.6071428571211734,5264.0,0.2095588235293635,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pl_rank,62,130
tree,0,151,3,3,1039.5673741964472,7695.0,312.0,26.0,46.0,7965.0,4256,3709.0,0.0521158129175947,0.1606698348042543,9,63,0.0094396060075217,31,0.0967741935483871,8.666666666666666,15.333333328222222,0.9999999996666666,72.0,0.5652173912920605,0.2383092665200344,0.0521158129175947,0.1606698348042543,0.3913043478090737,0,rw_rank_bfs,rw_rank_bfs,pl_rank,15,160
fat_tree,0,56,4,4,717.9857244161908,561.0,664.0,332.0,1146.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0094396060075217,20,0.2,83.0,286.499999928375,0.6666666665555555,1478.0,0.2897033158810735,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pl_rank,69,131
tree,0,1,5,5,1709.8283048658066,98.0,117.0,13.0,99.0,8497.0,4477,4020.0,0.0028953229398663,0.0902919212491514,1,7,0.0022804880620643,31,0.1612903225806451,2.6,19.79999999604,0.49999999995,112.0,0.1313131313118049,0.1874342545663192,0.0028953229398663,0.0902919212491514,0.0434782608676748,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,38,154
tree,0,36,5,6,107.48495003928689,1860.0,448.0,32.0,59.0,8190.0,4357,3833.0,0.0296213808463251,0.1326091875990043,6,41,0.2113275527954101,31,0.1612903225806451,6.4,9.833333331694444,0.59999999994,91.0,0.5423728813467394,0.2167925791335947,0.0296213808463251,0.1326091875990043,0.2608695652060491,0,rw_rank_bfs,rw_rank_bfs,sa_meta,28,163
tree,0,150,5,5,835.2809952992309,7645.0,54.0,27.0,81.0,8002.0,4259,3743.0,0.0514476614699331,0.1529757863770083,9,63,0.0022804880620643,31,0.1612903225806451,5.4,16.19999999676,0.49999999995,108.0,0.3333333333292181,0.2347709668164865,0.0514476614699331,0.1529757863770083,0.3913043478090737,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,29,146
tree,0,22,4,3,433.447065390715,1152.0,42.0,21.0,65.0,7935.0,4390,3545.0,0.022271714922049,0.1977823036886173,6,32,2.3678341823465683,31,0.1290322580645161,5.25,21.666666659444445,0.4999999999166666,86.0,0.3230769230719526,0.2411781581715597,0.022271714922049,0.1977823036886173,0.2608695652060491,0,rw_rank_bfs,rw_rank_bfs,ga_meta,25,166
tree,0,10,2,1,137.11827442572147,566.0,21.0,7.0,30.0,8229.0,4396,3833.0,0.0209354120267261,0.1326091875990043,6,17,13.56247525215149,31,0.064516129032258,3.5,29.99999997,0.999999999,37.0,0.2333333333255555,0.2130630199866118,0.0209354120267261,0.1326091875990043,0.2608695652060491,0,rw_rank_bfs,rw_rank_bfs,mip,33,158
fat_tree,0,49,5,6,1130.431501087978,480.0,886.0,443.0,1190.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.25,88.6,198.3333333002778,0.59999999994,1633.0,0.3722689075627123,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,73,127
tree,0,44,5,6,1191.983549624592,2263.0,735.0,49.0,64.0,7977.0,4308,3669.0,0.0405345211581291,0.1697216564833672,7,45,0.0094396060075217,31,0.1612903225806451,9.8,10.666666664888888,0.59999999994,113.0,0.765624999988037,0.2371617098594243,0.0405345211581291,0.1697216564833672,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,pl_rank,21,170
fat_tree,0,25,6,7,563.500615369933,244.0,1364.0,682.0,2067.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0094396060075217,20,0.3,113.66666666666669,295.2857142435306,0.4666666666355555,2749.0,0.3299467827768118,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pl_rank,69,131
tree,0,142,2,1,420.65887761176054,7255.0,115.0,23.0,29.0,7864.0,4223,3641.0,0.0594654788418708,0.1760579316587462,11,62,0.0094396060075217,31,0.064516129032258,11.5,28.999999971,0.999999999,52.0,0.7931034482485136,0.2479678684135029,0.0594654788418708,0.1760579316587462,0.4782608695444234,0,rw_rank_bfs,rw_rank_bfs,pl_rank,26,151
fat_tree,0,220,8,13,345.38023389308626,2198.0,1542.0,771.0,3364.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.4,96.375,258.76923074932546,0.4642857142691327,4135.0,0.2291914387633088,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,59,130
tree,0,183,4,5,366.3098600500891,9342.0,92.0,23.0,95.0,8096.0,4341,3755.0,0.033184855233853,0.1502602398732745,7,63,0.0022804880620643,31,0.1290322580645161,5.75,18.9999999962,0.8333333331944445,118.0,0.2421052631553462,0.2257817729750406,0.033184855233853,0.1502602398732745,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,19,153
tree,0,240,3,2,119.10331895967344,12100.0,77.0,7.0,18.0,7848.0,4310,3538.0,0.0400890868596881,0.1993663724824621,8,63,0.0022804880620643,31,0.0967741935483871,2.3333333333333335,8.9999999955,0.6666666664444444,25.0,0.3888888888672839,0.2494979439609831,0.0400890868596881,0.1993663724824621,0.3478260869413989,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,25,147
fat_tree,0,42,5,6,324.17451880825666,407.0,1076.0,538.0,1478.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.3477413632848241,20,0.25,107.6,246.3333332922778,0.59999999994,2016.0,0.3640054127196455,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,d_round,63,137
tree,0,116,4,3,555.5278804517299,5906.0,198.0,22.0,42.0,7704.0,4238,3466.0,0.0561247216035635,0.2156596515048653,8,61,0.0094396060075217,31,0.1290322580645161,5.5,13.999999995333331,0.4999999999166666,64.0,0.5238095237970521,0.2632686238883045,0.0561247216035635,0.2156596515048653,0.3478260869413989,0,rw_rank_bfs,rw_rank_bfs,pl_rank,27,150
fat_tree,0,261,4,3,397.7751201325795,2611.0,688.0,344.0,900.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.2,86.0,299.9999999,0.4999999999166666,1244.0,0.3822222222217975,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,50,139
tree,0,108,5,5,168.13952482849388,5493.0,52.0,26.0,78.0,8368.0,4329,4039.0,0.0358574610244989,0.0859923059515727,7,60,0.0094396060075217,31,0.1612903225806451,5.2,15.59999999688,0.49999999995,104.0,0.3333333333290598,0.1997704886678779,0.0358574610244989,0.0859923059515727,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,pl_rank,25,155
fat_tree,0,277,5,6,1151.5227149574398,2750.0,982.0,491.0,1272.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.25,98.2,211.99999996466667,0.59999999994,1763.0,0.3860062893078726,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,61,127
tree,0,269,5,6,492.4134948271861,13525.0,44.0,22.0,112.0,7924.0,4267,3657.0,0.0496659242761692,0.1724372029871012,7,63,0.0022804880620643,31,0.1612903225806451,4.4,18.666666663555556,0.59999999994,134.0,0.1964285714268176,0.2422300851104523,0.0496659242761692,0.1724372029871012,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,22,150
tree,0,81,2,1,395.21114240467216,4125.0,138.0,23.0,23.0,7839.0,4263,3576.0,0.0505567928730512,0.1907671418873048,10,58,0.0022804880620643,31,0.064516129032258,11.5,22.999999977,0.999999999,46.0,0.9999999999565218,0.2503586114564406,0.0505567928730512,0.1907671418873048,0.4347826086767485,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,23,168
tree,0,111,5,5,977.070391494275,5647.0,810.0,54.0,81.0,7917.0,4288,3629.0,0.044988864142539,0.1787734781624802,7,60,13.56247525215149,31,0.1612903225806451,10.8,16.19999999676,0.49999999995,135.0,0.6666666666584362,0.2428994931624749,0.044988864142539,0.1787734781624802,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,mip,31,149
fat_tree,0,154,8,13,265.8397536115622,1564.0,1372.0,686.0,3692.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.4627789821624756,20,0.4,85.75,283.9999999781538,0.4642857142691327,4378.0,0.1858071505958326,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pso_meta,56,142
fat_tree,0,126,4,3,425.3225575290778,1302.0,676.0,338.0,846.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0094396060075217,20,0.2,84.5,281.99999990599997,0.4999999999166666,1184.0,0.399527186760757,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pl_rank,68,132
tree,0,9,2,1,938.0995193159704,502.0,54.0,18.0,16.0,8266.0,4403,3863.0,0.0193763919821826,0.1258203213396695,5,17,0.0094396060075217,31,0.064516129032258,9.0,15.999999984,0.999999999,34.0,1.1249999999296876,0.209524720283064,0.0193763919821826,0.1258203213396695,0.2173913043383742,0,rw_rank_bfs,rw_rank_bfs,pl_rank,26,165
tree,0,219,2,1,72.76029004006438,11087.0,39.0,13.0,0.0,8087.0,4277,3810.0,0.0474387527839643,0.1378139850644942,10,63,0.0094396060075217,31,0.064516129032258,6.5,0.0,0.999999999,13.0,13000000000.0,0.2266424404704982,0.0474387527839643,0.1378139850644942,0.4347826086767485,0,rw_rank_bfs,rw_rank_bfs,pl_rank,21,151
tree,0,145,5,4,35.32355614636076,7415.0,56.0,28.0,62.0,7967.0,4242,3725.0,0.0552338530066814,0.1570491061326091,9,62,0.0022804880620643,31,0.1612903225806451,5.6,15.499999996125,0.39999999996,90.0,0.4516129032185224,0.2381180070765993,0.0552338530066814,0.1570491061326091,0.3913043478090737,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,23,153
fat_tree,0,174,4,3,2563.632171770084,1743.0,656.0,328.0,474.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0094396060075217,20,0.2,82.0,157.99999994733332,0.4999999999166666,802.0,0.6919831223614094,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pl_rank,67,125
fat_tree,0,31,4,4,354.79829551403145,304.0,770.0,385.0,1095.0,17304.0,2649,14655.0,0.0,0.0,0,0,2.3678341823465683,20,0.2,96.25,273.7499999315625,0.6666666665555555,1480.0,0.3515981735156606,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,ga_meta,72,128
fat_tree,0,113,6,7,1455.7628358084437,1164.0,1256.0,628.0,2105.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.4627789821624756,20,0.3,104.66666666666669,300.71428567132654,0.4666666666355555,2733.0,0.2983372921613784,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pso_meta,63,137
fat_tree,0,23,5,5,21.490037552167237,216.0,992.0,496.0,1479.0,17304.0,2649,14655.0,0.0,0.0,0,0,13.56247525215149,20,0.25,99.2,295.79999994084,0.49999999995,1975.0,0.3353617308990295,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,mip,80,120
fat_tree,0,173,5,4,669.7680460357386,1732.0,954.0,477.0,915.0,17304.0,2649,14655.0,0.0,0.0,0,0,2.3678341823465683,20,0.25,95.4,228.7499999428125,0.39999999996,1392.0,0.5213114754092664,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,ga_meta,64,128
tree,0,257,2,1,155.3539176218793,12923.0,90.0,18.0,26.0,7790.0,4322,3468.0,0.0374164810690422,0.2152070604209097,8,63,0.0022804880620643,31,0.064516129032258,9.0,25.999999974,0.999999999,44.0,0.692307692281065,0.2550444678205986,0.0374164810690422,0.2152070604209097,0.3478260869413989,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,26,146
fat_tree,0,66,8,14,43.9134989826473,649.0,1442.0,721.0,3176.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0094396060075217,20,0.4,90.125,226.85714284093876,0.4999999999821428,3897.0,0.2270151133500544,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pl_rank,59,141
